frequency(Hz) ASD(Hz^-0.5)
5.335500000000000000e+03 1.183757246456129144e-22
5.335625000000000000e+03 1.184187539692742076e-22
5.335750000000000000e+03 1.182141321103365163e-22
5.335875000000000000e+03 1.181193823369832497e-22
5.336000000000000000e+03 1.178932577234013601e-22
5.336125000000000000e+03 1.181197711666478757e-22
5.336250000000000000e+03 1.184302056768864842e-22
5.336375000000000000e+03 1.186492632750779974e-22
5.336500000000000000e+03 1.184894141284801958e-22
5.336625000000000000e+03 1.181736846560111564e-22
5.336750000000000000e+03 1.183119654997803568e-22
5.336875000000000000e+03 1.193580678713210204e-22
5.337000000000000000e+03 1.255364209767801172e-22
5.337125000000000000e+03 1.357914304440984188e-22
5.337250000000000000e+03 1.374319210901908498e-22
5.337375000000000000e+03 1.275372087362979689e-22
5.337500000000000000e+03 1.204083325679533074e-22
5.337625000000000000e+03 1.183757077615781054e-22
5.337750000000000000e+03 1.183297970156854574e-22
5.337875000000000000e+03 1.189032144026256137e-22
5.338000000000000000e+03 1.181744027273055670e-22
5.338125000000000000e+03 1.187286052870946968e-22
5.338250000000000000e+03 1.186227508860158627e-22
5.338375000000000000e+03 1.188003832041770793e-22
5.338500000000000000e+03 1.185497096314644661e-22
5.338625000000000000e+03 1.182764049279383387e-22
5.338750000000000000e+03 1.182436226800687633e-22
5.338875000000000000e+03 1.184329457552257436e-22
5.339000000000000000e+03 1.184781890330988431e-22
5.339125000000000000e+03 1.189364994075058564e-22
5.339250000000000000e+03 1.184003433180802374e-22
5.339375000000000000e+03 1.184568152351016937e-22
5.339500000000000000e+03 1.184778534747697495e-22
5.339625000000000000e+03 1.184098168849260357e-22
5.339750000000000000e+03 1.198638065536624668e-22
5.339875000000000000e+03 1.271381992830518350e-22
5.340000000000000000e+03 1.416570720787338645e-22
5.340125000000000000e+03 1.472178552383081485e-22
5.340250000000000000e+03 1.355232483375654556e-22
5.340375000000000000e+03 1.231116632168817295e-22
5.340500000000000000e+03 1.187801452671421813e-22
5.340625000000000000e+03 1.179326734676909849e-22
5.340750000000000000e+03 1.178469793454861776e-22
5.340875000000000000e+03 1.184584800492545459e-22
5.341000000000000000e+03 1.188204933720533182e-22
5.341125000000000000e+03 1.187793406212081662e-22
5.341250000000000000e+03 1.186955914138800141e-22
5.341375000000000000e+03 1.190548434456051226e-22
5.341500000000000000e+03 1.191282842521898209e-22
5.341625000000000000e+03 1.190171989012460661e-22
5.341750000000000000e+03 1.183672725678105162e-22
5.341875000000000000e+03 1.181248400018631919e-22
5.342000000000000000e+03 1.178484902332747048e-22
5.342125000000000000e+03 1.177247992744497146e-22
5.342250000000000000e+03 1.180429946573018065e-22
5.342375000000000000e+03 1.183476568782205385e-22
5.342500000000000000e+03 1.177272659326346891e-22
5.342625000000000000e+03 1.180479265193135631e-22
5.342750000000000000e+03 1.179195177928682572e-22
5.342875000000000000e+03 1.189505845613511440e-22
5.343000000000000000e+03 1.197822899886782200e-22
5.343125000000000000e+03 1.191524227141571918e-22
5.343250000000000000e+03 1.181656242315334894e-22
5.343375000000000000e+03 1.179651391373664718e-22
5.343500000000000000e+03 1.182062491505028695e-22
5.343625000000000000e+03 1.178310556540866671e-22
5.343750000000000000e+03 1.169129953009100852e-22
5.343875000000000000e+03 1.175066832544096971e-22
5.344000000000000000e+03 1.174151259426938107e-22
5.344125000000000000e+03 1.176694838952041326e-22
5.344250000000000000e+03 1.180410400125742454e-22
5.344375000000000000e+03 1.177432276490374140e-22
5.344500000000000000e+03 1.175725332097440862e-22
5.344625000000000000e+03 1.180174477648721444e-22
5.344750000000000000e+03 1.179011869589544997e-22
5.344875000000000000e+03 1.176479982498709477e-22
5.345000000000000000e+03 1.173067984359059537e-22
5.345125000000000000e+03 1.171355683714017365e-22
5.345250000000000000e+03 1.172278570696171703e-22
5.345375000000000000e+03 1.174857880247636309e-22
5.345500000000000000e+03 1.174914023652820859e-22
5.345625000000000000e+03 1.176265375859254406e-22
5.345750000000000000e+03 1.176015836571232088e-22
5.345875000000000000e+03 1.175957746071370622e-22
5.346000000000000000e+03 1.178792895926548605e-22
5.346125000000000000e+03 1.178734515308912031e-22
5.346250000000000000e+03 1.178204127445970154e-22
5.346375000000000000e+03 1.174008816203498140e-22
5.346500000000000000e+03 1.171072192054774225e-22
5.346625000000000000e+03 1.173214404280429063e-22
5.346750000000000000e+03 1.177666935660704151e-22
5.346875000000000000e+03 1.179932957055915955e-22
5.347000000000000000e+03 1.173456665890174224e-22
5.347125000000000000e+03 1.170342033087917716e-22
5.347250000000000000e+03 1.179488315810826362e-22
5.347375000000000000e+03 1.178718390277622370e-22
5.347500000000000000e+03 1.181438445494104897e-22
5.347625000000000000e+03 1.177675246516599241e-22
5.347750000000000000e+03 1.174695374107922616e-22
5.347875000000000000e+03 1.174227655091774305e-22
5.348000000000000000e+03 1.176851351351729125e-22
5.348125000000000000e+03 1.180123264569042682e-22
5.348250000000000000e+03 1.180557364212988089e-22
5.348375000000000000e+03 1.178756676956403780e-22
5.348500000000000000e+03 1.180427657269194041e-22
5.348625000000000000e+03 1.178890558976318920e-22
5.348750000000000000e+03 1.184176025048259924e-22
5.348875000000000000e+03 1.175369230460453031e-22
5.349000000000000000e+03 1.176638191872336022e-22
5.349125000000000000e+03 1.177786702709037246e-22
5.349250000000000000e+03 1.180631159821548184e-22
5.349375000000000000e+03 1.179609691190597821e-22
5.349500000000000000e+03 1.176860853856372603e-22
5.349625000000000000e+03 1.180771213810129593e-22
5.349750000000000000e+03 1.186575676367754948e-22
5.349875000000000000e+03 1.187135757060153214e-22
5.350000000000000000e+03 1.190671576028538923e-22
5.350125000000000000e+03 1.200492796086296899e-22
5.350250000000000000e+03 1.211844159151592422e-22
5.350375000000000000e+03 1.211815736331821196e-22
5.350500000000000000e+03 1.216468050481768258e-22
5.350625000000000000e+03 1.220227019613334896e-22
5.350750000000000000e+03 1.214313332784241147e-22
5.350875000000000000e+03 1.205064728203194229e-22
5.351000000000000000e+03 1.204219500119040620e-22
5.351125000000000000e+03 1.198451615467085505e-22
5.351250000000000000e+03 1.192499144344925092e-22
5.351375000000000000e+03 1.190672479613373548e-22
5.351500000000000000e+03 1.191135173032275566e-22
5.351625000000000000e+03 1.195833591118568307e-22
5.351750000000000000e+03 1.203190925112995829e-22
5.351875000000000000e+03 1.202980110606392296e-22
5.352000000000000000e+03 1.210455302650196671e-22
5.352125000000000000e+03 1.218606183989934916e-22
5.352250000000000000e+03 1.229562457229206876e-22
5.352375000000000000e+03 1.232031934137911818e-22
5.352500000000000000e+03 1.242438245170775237e-22
5.352625000000000000e+03 1.254394716471403802e-22
5.352750000000000000e+03 1.275725368454673315e-22
5.352875000000000000e+03 1.291886191672327551e-22
5.353000000000000000e+03 1.314061961860238259e-22
5.353125000000000000e+03 1.336747876071519807e-22
5.353250000000000000e+03 1.342449269610602720e-22
5.353375000000000000e+03 1.375495236844689184e-22
5.353500000000000000e+03 1.389492158270735036e-22
5.353625000000000000e+03 1.382392473818181925e-22
5.353750000000000000e+03 1.369595100923523237e-22
5.353875000000000000e+03 1.358417804395477356e-22
5.354000000000000000e+03 1.334874624653398508e-22
5.354125000000000000e+03 1.314561578167024500e-22
5.354250000000000000e+03 1.306431078422952807e-22
5.354375000000000000e+03 1.292636580839393756e-22
5.354500000000000000e+03 1.273637701320031060e-22
5.354625000000000000e+03 1.251960247858555600e-22
5.354750000000000000e+03 1.233480784265698040e-22
5.354875000000000000e+03 1.215244421281773120e-22
5.355000000000000000e+03 1.198792342023337943e-22
5.355125000000000000e+03 1.186716806099282288e-22
5.355250000000000000e+03 1.181399562886526367e-22
5.355375000000000000e+03 1.181074871237196002e-22
5.355500000000000000e+03 1.177181919366774510e-22
5.355625000000000000e+03 1.175029299713388505e-22
5.355750000000000000e+03 1.172058464915543576e-22
5.355875000000000000e+03 1.172356412726293453e-22
5.356000000000000000e+03 1.166773037845063741e-22
5.356125000000000000e+03 1.175910928612348006e-22
5.356250000000000000e+03 1.173429953975653329e-22
5.356375000000000000e+03 1.175499601844030210e-22
5.356500000000000000e+03 1.175693867593846859e-22
5.356625000000000000e+03 1.170430491562326393e-22
5.356750000000000000e+03 1.173014853709478390e-22
5.356875000000000000e+03 1.175924407003924216e-22
5.357000000000000000e+03 1.180991846755995294e-22
5.357125000000000000e+03 1.175905136573167621e-22
5.357250000000000000e+03 1.169345758709958052e-22
5.357375000000000000e+03 1.172992179377819845e-22
5.357500000000000000e+03 1.169200671666516771e-22
5.357625000000000000e+03 1.171139601927517850e-22
5.357750000000000000e+03 1.167690582569031124e-22
5.357875000000000000e+03 1.168206622469827743e-22
5.358000000000000000e+03 1.166917553618377807e-22
5.358125000000000000e+03 1.171852976684458578e-22
5.358250000000000000e+03 1.166374641508533327e-22
5.358375000000000000e+03 1.168220811518568673e-22
5.358500000000000000e+03 1.166058126736435060e-22
5.358625000000000000e+03 1.170101611639875631e-22
5.358750000000000000e+03 1.169500504117079058e-22
5.358875000000000000e+03 1.171301507876921571e-22
5.359000000000000000e+03 1.173156851391519512e-22
5.359125000000000000e+03 1.172900043830016733e-22
5.359250000000000000e+03 1.170206484517013374e-22
5.359375000000000000e+03 1.170813645405026132e-22
5.359500000000000000e+03 1.171242937989837676e-22
5.359625000000000000e+03 1.174337350237621555e-22
5.359750000000000000e+03 1.168839356730652563e-22
5.359875000000000000e+03 1.172543565725732641e-22
5.360000000000000000e+03 1.172515797837011110e-22
5.360125000000000000e+03 1.164163798726084971e-22
5.360250000000000000e+03 1.166965408127509347e-22
5.360375000000000000e+03 1.167611198113340781e-22
5.360500000000000000e+03 1.165210529200465726e-22
5.360625000000000000e+03 1.166805652135555081e-22
5.360750000000000000e+03 1.169436042328316737e-22
5.360875000000000000e+03 1.170756085141810052e-22
5.361000000000000000e+03 1.170799571826760724e-22
5.361125000000000000e+03 1.169494115805663953e-22
5.361250000000000000e+03 1.175232948884566454e-22
5.361375000000000000e+03 1.171724752048529506e-22
5.361500000000000000e+03 1.168160081562800376e-22
5.361625000000000000e+03 1.163241375057452949e-22
5.361750000000000000e+03 1.161685984181242629e-22
5.361875000000000000e+03 1.163876261258836740e-22
5.362000000000000000e+03 1.167090686669782284e-22
5.362125000000000000e+03 1.170147511720978420e-22
5.362250000000000000e+03 1.168535142682174019e-22
5.362375000000000000e+03 1.168961526962831943e-22
5.362500000000000000e+03 1.179083029224698311e-22
5.362625000000000000e+03 1.224147097698923643e-22
5.362750000000000000e+03 1.284198851364214751e-22
5.362875000000000000e+03 1.277384162182583250e-22
5.363000000000000000e+03 1.208616830428240861e-22
5.363125000000000000e+03 1.176187055944243023e-22
5.363250000000000000e+03 1.165121163509139777e-22
5.363375000000000000e+03 1.168682547538525374e-22
5.363500000000000000e+03 1.168046417666017071e-22
5.363625000000000000e+03 1.170307542355161273e-22
5.363750000000000000e+03 1.168806373434010431e-22
5.363875000000000000e+03 1.166661801210580608e-22
5.364000000000000000e+03 1.165808991832168166e-22
5.364125000000000000e+03 1.172025129017236522e-22
5.364250000000000000e+03 1.174907212739654328e-22
5.364375000000000000e+03 1.176129754815908359e-22
5.364500000000000000e+03 1.171974866442538099e-22
5.364625000000000000e+03 1.179496986513786546e-22
5.364750000000000000e+03 1.175791582980902120e-22
5.364875000000000000e+03 1.179629988832859622e-22
5.365000000000000000e+03 1.185634562699478608e-22
5.365125000000000000e+03 1.188012514332008555e-22
5.365250000000000000e+03 1.185668863594052060e-22
5.365375000000000000e+03 1.188154374661121922e-22
5.365500000000000000e+03 1.192809667742901310e-22
5.365625000000000000e+03 1.199618346390806168e-22
5.365750000000000000e+03 1.199867368246168094e-22
5.365875000000000000e+03 1.188759052766573936e-22
5.366000000000000000e+03 1.177570506117699521e-22
5.366125000000000000e+03 1.172947851408371623e-22
5.366250000000000000e+03 1.167541731201416626e-22
5.366375000000000000e+03 1.171271557536204775e-22
5.366500000000000000e+03 1.168477030692375751e-22
5.366625000000000000e+03 1.170948635684303790e-22
5.366750000000000000e+03 1.166720262593805622e-22
5.366875000000000000e+03 1.161899673194170221e-22
5.367000000000000000e+03 1.168181289783058220e-22
5.367125000000000000e+03 1.166158096683552959e-22
5.367250000000000000e+03 1.159038873253886688e-22
5.367375000000000000e+03 1.164719649945537510e-22
5.367500000000000000e+03 1.165590522317815950e-22
5.367625000000000000e+03 1.163655181733897033e-22
5.367750000000000000e+03 1.164851777530612309e-22
5.367875000000000000e+03 1.166796755356384906e-22
5.368000000000000000e+03 1.168339434790530862e-22
5.368125000000000000e+03 1.166025123120807896e-22
5.368250000000000000e+03 1.165661170658475651e-22
5.368375000000000000e+03 1.164632350355925504e-22
5.368500000000000000e+03 1.164095833363186654e-22
5.368625000000000000e+03 1.167243371752571518e-22
5.368750000000000000e+03 1.165132417126249622e-22
5.368875000000000000e+03 1.159447194397205062e-22
5.369000000000000000e+03 1.166205501938793552e-22
5.369125000000000000e+03 1.169652271487451907e-22
5.369250000000000000e+03 1.163395348820504425e-22
5.369375000000000000e+03 1.158785644120960325e-22
5.369500000000000000e+03 1.157732568462867063e-22
5.369625000000000000e+03 1.161209525387175085e-22
5.369750000000000000e+03 1.166549214605509469e-22
5.369875000000000000e+03 1.164409906551257169e-22
5.370000000000000000e+03 1.163589096075151087e-22
5.370125000000000000e+03 1.160318684174608960e-22
5.370250000000000000e+03 1.158973701046853249e-22
5.370375000000000000e+03 1.157840766442637182e-22
5.370500000000000000e+03 1.165668671885963801e-22
5.370625000000000000e+03 1.162576820772842425e-22
5.370750000000000000e+03 1.161290115150746265e-22
5.370875000000000000e+03 1.160377516263352516e-22
5.371000000000000000e+03 1.164843822581281452e-22
5.371125000000000000e+03 1.167909793632871793e-22
5.371250000000000000e+03 1.168378170620874321e-22
5.371375000000000000e+03 1.172760707865485206e-22
5.371500000000000000e+03 1.175874988791414171e-22
5.371625000000000000e+03 1.174171549347446166e-22
5.371750000000000000e+03 1.163490678572365052e-22
5.371875000000000000e+03 1.165134461087438365e-22
5.372000000000000000e+03 1.166620031299149075e-22
5.372125000000000000e+03 1.166199049810150312e-22
5.372250000000000000e+03 1.163141264083827816e-22
5.372375000000000000e+03 1.165799063647986277e-22
5.372500000000000000e+03 1.162440136752725901e-22
5.372625000000000000e+03 1.162598008553518922e-22
5.372750000000000000e+03 1.165872464457000525e-22
5.372875000000000000e+03 1.164544195019821563e-22
5.373000000000000000e+03 1.165117867938272126e-22
5.373125000000000000e+03 1.165738224707512556e-22
5.373250000000000000e+03 1.161581903011757674e-22
5.373375000000000000e+03 1.161419565906598550e-22
5.373500000000000000e+03 1.162292953433721315e-22
5.373625000000000000e+03 1.164474866372810120e-22
5.373750000000000000e+03 1.166986810830507977e-22
5.373875000000000000e+03 1.170127987294192404e-22
5.374000000000000000e+03 1.165219975525757882e-22
5.374125000000000000e+03 1.165437023645140337e-22
5.374250000000000000e+03 1.169968332572703111e-22
5.374375000000000000e+03 1.170777110104020163e-22
5.374500000000000000e+03 1.171244505179392238e-22
5.374625000000000000e+03 1.169899530451603255e-22
5.374750000000000000e+03 1.167373503797731673e-22
5.374875000000000000e+03 1.168767390221424155e-22
5.375000000000000000e+03 1.165281068508945548e-22
5.375125000000000000e+03 1.161609369915821414e-22
5.375250000000000000e+03 1.165352760066703838e-22
5.375375000000000000e+03 1.163403550783838977e-22
5.375500000000000000e+03 1.163412299078762562e-22
5.375625000000000000e+03 1.159904497726299147e-22
5.375750000000000000e+03 1.166324912600747484e-22
5.375875000000000000e+03 1.166814889339962120e-22
5.376000000000000000e+03 1.162254682047641572e-22
5.376125000000000000e+03 1.164229824470197713e-22
5.376250000000000000e+03 1.163221450969660133e-22
5.376375000000000000e+03 1.161648970847629235e-22
5.376500000000000000e+03 1.163994780685832057e-22
5.376625000000000000e+03 1.159863914246314101e-22
5.376750000000000000e+03 1.161639636024798824e-22
5.376875000000000000e+03 1.156941753019315963e-22
5.377000000000000000e+03 1.158660978015705402e-22
5.377125000000000000e+03 1.157996353730518899e-22
5.377250000000000000e+03 1.158251214973760426e-22
5.377375000000000000e+03 1.158160047457297700e-22
5.377500000000000000e+03 1.159795919666059592e-22
5.377625000000000000e+03 1.155005007321095279e-22
5.377750000000000000e+03 1.158227278519035423e-22
5.377875000000000000e+03 1.160103716884231214e-22
5.378000000000000000e+03 1.158445770839275085e-22
5.378125000000000000e+03 1.156733642850890417e-22
5.378250000000000000e+03 1.157156169420503369e-22
5.378375000000000000e+03 1.157534339617540404e-22
5.378500000000000000e+03 1.156593533893936214e-22
5.378625000000000000e+03 1.153435757852056799e-22
5.378750000000000000e+03 1.153475089358549316e-22
5.378875000000000000e+03 1.157765051704503172e-22
5.379000000000000000e+03 1.159520620244619498e-22
5.379125000000000000e+03 1.163101976034310556e-22
5.379250000000000000e+03 1.157450135405403790e-22
5.379375000000000000e+03 1.159094181917792546e-22
5.379500000000000000e+03 1.162868138750964260e-22
5.379625000000000000e+03 1.167613166840443928e-22
5.379750000000000000e+03 1.167859669164663063e-22
5.379875000000000000e+03 1.164850063415728726e-22
5.380000000000000000e+03 1.158773809588926122e-22
5.380125000000000000e+03 1.158772584924798119e-22
5.380250000000000000e+03 1.158381368281370780e-22
5.380375000000000000e+03 1.164184660274338306e-22
5.380500000000000000e+03 1.162108957831741072e-22
5.380625000000000000e+03 1.159258478755463802e-22
5.380750000000000000e+03 1.160818486182655986e-22
5.380875000000000000e+03 1.158612056159984715e-22
5.381000000000000000e+03 1.157538520679626911e-22
5.381125000000000000e+03 1.155565789359592667e-22
5.381250000000000000e+03 1.151192022909993600e-22
5.381375000000000000e+03 1.155002728152098373e-22
5.381500000000000000e+03 1.159632015707172417e-22
5.381625000000000000e+03 1.156529802045906843e-22
5.381750000000000000e+03 1.154857976742307209e-22
5.381875000000000000e+03 1.157136238557037688e-22
5.382000000000000000e+03 1.158065165153076802e-22
5.382125000000000000e+03 1.158382393182540581e-22
5.382250000000000000e+03 1.156525781833901212e-22
5.382375000000000000e+03 1.156944405703987249e-22
5.382500000000000000e+03 1.161514819648965079e-22
5.382625000000000000e+03 1.158874240461263214e-22
5.382750000000000000e+03 1.157634118896797060e-22
5.382875000000000000e+03 1.157727166426537549e-22
5.383000000000000000e+03 1.156229562760853858e-22
5.383125000000000000e+03 1.154453681579770843e-22
5.383250000000000000e+03 1.151751287847879189e-22
5.383375000000000000e+03 1.156200703328876410e-22
5.383500000000000000e+03 1.161771453777959398e-22
5.383625000000000000e+03 1.161313572321445723e-22
5.383750000000000000e+03 1.157238020890925965e-22
5.383875000000000000e+03 1.158097723757156848e-22
5.384000000000000000e+03 1.162034955663926098e-22
5.384125000000000000e+03 1.165048291365477977e-22
5.384250000000000000e+03 1.168843046105350170e-22
5.384375000000000000e+03 1.168367280796434193e-22
5.384500000000000000e+03 1.161191467540640863e-22
5.384625000000000000e+03 1.169025812206848370e-22
5.384750000000000000e+03 1.165726428450861583e-22
5.384875000000000000e+03 1.168122450095399377e-22
5.385000000000000000e+03 1.164885825570452739e-22
5.385125000000000000e+03 1.165199970444756017e-22
5.385250000000000000e+03 1.165030358348195369e-22
5.385375000000000000e+03 1.175923887652651098e-22
5.385500000000000000e+03 1.183529558592038316e-22
5.385625000000000000e+03 1.171603066126685132e-22
5.385750000000000000e+03 1.168437090276119866e-22
5.385875000000000000e+03 1.160841961416554121e-22
5.386000000000000000e+03 1.165437878161131368e-22
5.386125000000000000e+03 1.171916007951269600e-22
5.386250000000000000e+03 1.170413629100802334e-22
5.386375000000000000e+03 1.172903633239075604e-22
5.386500000000000000e+03 1.167144194696506661e-22
5.386625000000000000e+03 1.168178810635900660e-22
5.386750000000000000e+03 1.164634573744384818e-22
5.386875000000000000e+03 1.165117103558847492e-22
5.387000000000000000e+03 1.161330356542239294e-22
5.387125000000000000e+03 1.162463327831829431e-22
5.387250000000000000e+03 1.164331561828367564e-22
5.387375000000000000e+03 1.167528456548051794e-22
5.387500000000000000e+03 1.164999676416619567e-22
5.387625000000000000e+03 1.163882782828279436e-22
5.387750000000000000e+03 1.162121127905846153e-22
5.387875000000000000e+03 1.169898540053023365e-22
5.388000000000000000e+03 1.174373770888900731e-22
5.388125000000000000e+03 1.235189865380385839e-22
5.388250000000000000e+03 1.431098021596573203e-22
5.388375000000000000e+03 1.616120435195581688e-22
5.388500000000000000e+03 1.530787416435591461e-22
5.388625000000000000e+03 1.306375137553739027e-22
5.388750000000000000e+03 1.197053135273201565e-22
5.388875000000000000e+03 1.184630879545553466e-22
5.389000000000000000e+03 1.191988188265656262e-22
5.389125000000000000e+03 1.194963343207770616e-22
5.389250000000000000e+03 1.199729423439926559e-22
5.389375000000000000e+03 1.207082052252713059e-22
5.389500000000000000e+03 1.214528919581297618e-22
5.389625000000000000e+03 1.226169989885029815e-22
5.389750000000000000e+03 1.237409897940477438e-22
5.389875000000000000e+03 1.252998313118411251e-22
5.390000000000000000e+03 1.274351827201681754e-22
5.390125000000000000e+03 1.304959538424547829e-22
5.390250000000000000e+03 1.345840763210944982e-22
5.390375000000000000e+03 1.402097082771330639e-22
5.390500000000000000e+03 1.490012694406312429e-22
5.390625000000000000e+03 1.602471797722289038e-22
5.390750000000000000e+03 1.788388976351439980e-22
5.390875000000000000e+03 2.035916326672850589e-22
5.391000000000000000e+03 2.332981790517026717e-22
5.391125000000000000e+03 2.571324008319478120e-22
5.391250000000000000e+03 2.650361415932591200e-22
5.391375000000000000e+03 2.498636163649942209e-22
5.391500000000000000e+03 2.246020930582294515e-22
5.391625000000000000e+03 1.976712167052397109e-22
5.391750000000000000e+03 1.770199413522925581e-22
5.391875000000000000e+03 1.621086872026746949e-22
5.392000000000000000e+03 1.506526530697298877e-22
5.392125000000000000e+03 1.436527189884713030e-22
5.392250000000000000e+03 1.389847969184838767e-22
5.392375000000000000e+03 1.353034025159834124e-22
5.392500000000000000e+03 1.326256245084106919e-22
5.392625000000000000e+03 1.306804836769668992e-22
5.392750000000000000e+03 1.291134887739500143e-22
5.392875000000000000e+03 1.284789224621190114e-22
5.393000000000000000e+03 1.279267888398134497e-22
5.393125000000000000e+03 1.267314921874342390e-22
5.393250000000000000e+03 1.266824034941059684e-22
5.393375000000000000e+03 1.259093617069362739e-22
5.393500000000000000e+03 1.256823431193719396e-22
5.393625000000000000e+03 1.265603659130052807e-22
5.393750000000000000e+03 1.273306912293973084e-22
5.393875000000000000e+03 1.278726984104167232e-22
5.394000000000000000e+03 1.281139055119474064e-22
5.394125000000000000e+03 1.302012788099950215e-22
5.394250000000000000e+03 1.319657034992401922e-22
5.394375000000000000e+03 1.338738284084372511e-22
5.394500000000000000e+03 1.361004396794612337e-22
5.394625000000000000e+03 1.392772247291602253e-22
5.394750000000000000e+03 1.421407961209691648e-22
5.394875000000000000e+03 1.448320783751087950e-22
5.395000000000000000e+03 1.445609511181098694e-22
5.395125000000000000e+03 1.433680015421713770e-22
5.395250000000000000e+03 1.404104272455656220e-22
5.395375000000000000e+03 1.372462681335896222e-22
5.395500000000000000e+03 1.327124585522251375e-22
5.395625000000000000e+03 1.292511288390644610e-22
5.395750000000000000e+03 1.264852140030152176e-22
5.395875000000000000e+03 1.233055832185767559e-22
5.396000000000000000e+03 1.220534194230157888e-22
5.396125000000000000e+03 1.209475923137676261e-22
5.396250000000000000e+03 1.201568049882757446e-22
5.396375000000000000e+03 1.197744945285698321e-22
5.396500000000000000e+03 1.190571286521434345e-22
5.396625000000000000e+03 1.185440243376920930e-22
5.396750000000000000e+03 1.179938651237144365e-22
5.396875000000000000e+03 1.176694888093498262e-22
5.397000000000000000e+03 1.174435721726832977e-22
5.397125000000000000e+03 1.165726136030626646e-22
5.397250000000000000e+03 1.165279134273482584e-22
5.397375000000000000e+03 1.166031422704568397e-22
5.397500000000000000e+03 1.163669187001991302e-22
5.397625000000000000e+03 1.158516781051838037e-22
5.397750000000000000e+03 1.162300453958273482e-22
5.397875000000000000e+03 1.155802425891211917e-22
5.398000000000000000e+03 1.157062236047363331e-22
5.398125000000000000e+03 1.158430837023677227e-22
5.398250000000000000e+03 1.152871070824830833e-22
5.398375000000000000e+03 1.152805797483758180e-22
5.398500000000000000e+03 1.152013188109725394e-22
5.398625000000000000e+03 1.156734886705271442e-22
5.398750000000000000e+03 1.154036611225927166e-22
5.398875000000000000e+03 1.150030022839357823e-22
5.399000000000000000e+03 1.149354499045916807e-22
5.399125000000000000e+03 1.152252056739990697e-22
5.399250000000000000e+03 1.152865140473991617e-22
5.399375000000000000e+03 1.147643487252477168e-22
5.399500000000000000e+03 1.150596801026103451e-22
5.399625000000000000e+03 1.151500516970289090e-22
5.399750000000000000e+03 1.153467656566050292e-22
5.399875000000000000e+03 1.156883979921036299e-22
5.400000000000000000e+03 1.161062110231130238e-22
5.400125000000000000e+03 1.162691886966672614e-22
5.400250000000000000e+03 1.160880557099284667e-22
5.400375000000000000e+03 1.150699340731386114e-22
5.400500000000000000e+03 1.146996166962129775e-22
5.400625000000000000e+03 1.144777918329306265e-22
5.400750000000000000e+03 1.148386539587276364e-22
5.400875000000000000e+03 1.146238684956382567e-22
5.401000000000000000e+03 1.150539570355190536e-22
5.401125000000000000e+03 1.149425812518030859e-22
5.401250000000000000e+03 1.143132628647623525e-22
5.401375000000000000e+03 1.143938481160306064e-22
5.401500000000000000e+03 1.146454392820914772e-22
5.401625000000000000e+03 1.145540158905660854e-22
5.401750000000000000e+03 1.145197483630544138e-22
5.401875000000000000e+03 1.144907875792665377e-22
5.402000000000000000e+03 1.149167483219840383e-22
5.402125000000000000e+03 1.148085388130628922e-22
5.402250000000000000e+03 1.147684152175696346e-22
5.402375000000000000e+03 1.146149001444495010e-22
5.402500000000000000e+03 1.145464949894312152e-22
5.402625000000000000e+03 1.141476515271015519e-22
5.402750000000000000e+03 1.145820322533950151e-22
5.402875000000000000e+03 1.145716737113721692e-22
5.403000000000000000e+03 1.142305726728741034e-22
5.403125000000000000e+03 1.141964128164423632e-22
5.403250000000000000e+03 1.145812948440747070e-22
5.403375000000000000e+03 1.146657567162689770e-22
5.403500000000000000e+03 1.141160131281402875e-22
5.403625000000000000e+03 1.143419499078724883e-22
5.403750000000000000e+03 1.147106966052683768e-22
5.403875000000000000e+03 1.148771887430398151e-22
5.404000000000000000e+03 1.145314334554649642e-22
5.404125000000000000e+03 1.143559041577098513e-22
5.404250000000000000e+03 1.143089095988814667e-22
5.404375000000000000e+03 1.144648433694310302e-22
5.404500000000000000e+03 1.144642661468586786e-22
5.404625000000000000e+03 1.141468748744640868e-22
5.404750000000000000e+03 1.142151309043546642e-22
5.404875000000000000e+03 1.139928424223899714e-22
5.405000000000000000e+03 1.142792433777211987e-22
5.405125000000000000e+03 1.149061325771108892e-22
5.405250000000000000e+03 1.156888471864385557e-22
5.405375000000000000e+03 1.154248849904842609e-22
5.405500000000000000e+03 1.146275700952815572e-22
5.405625000000000000e+03 1.145166688006614689e-22
5.405750000000000000e+03 1.143363335912235917e-22
5.405875000000000000e+03 1.142830207227619503e-22
5.406000000000000000e+03 1.139649315513710959e-22
5.406125000000000000e+03 1.145498266056248671e-22
5.406250000000000000e+03 1.140402747331308864e-22
5.406375000000000000e+03 1.138940301963015704e-22
5.406500000000000000e+03 1.143962100789075684e-22
5.406625000000000000e+03 1.145426888283971558e-22
5.406750000000000000e+03 1.147997539163680642e-22
5.406875000000000000e+03 1.146845555375954969e-22
5.407000000000000000e+03 1.143747377421124219e-22
5.407125000000000000e+03 1.140375793813976915e-22
5.407250000000000000e+03 1.140313165276251270e-22
5.407375000000000000e+03 1.139088944883269259e-22
5.407500000000000000e+03 1.140704859471432438e-22
5.407625000000000000e+03 1.143096325250669459e-22
5.407750000000000000e+03 1.139328334844760995e-22
5.407875000000000000e+03 1.138742513569491460e-22
5.408000000000000000e+03 1.142054651621721544e-22
5.408125000000000000e+03 1.137604388993701666e-22
