time(s)  strain
-4.662353515 8.151864e-22
-4.662109375 8.296572e-22
-4.661865234 8.431906e-22
-4.661621093 8.557711e-22
-4.661376953 8.673846e-22
-4.661132812 8.780177e-22
-4.660888672 8.876585e-22
-4.660644531 8.962959e-22
-4.66040039 9.039202e-22
-4.66015625 9.105225e-22
-4.659912109 9.160955e-22
-4.659667968 9.206325e-22
-4.659423828 9.241287e-22
-4.659179687 9.265798e-22
-4.658935547 9.27983e-22
-4.658691406 9.283366e-22
-4.658447265 9.276404e-22
-4.658203125 9.258946e-22
-4.657958984 9.231016e-22
-4.657714843 9.192641e-22
-4.657470703 9.143868e-22
-4.657226562 9.084746e-22
-4.656982422 9.015346e-22
-4.656738281 8.935743e-22
-4.65649414 8.846028e-22
-4.65625 8.7463e-22
-4.656005859 8.636673e-22
-4.655761718 8.517268e-22
-4.655517578 8.388222e-22
-4.655273437 8.249678e-22
-4.655029297 8.101794e-22
-4.654785156 7.944736e-22
-4.654541015 7.778682e-22
-4.654296875 7.603816e-22
-4.654052734 7.420339e-22
-4.653808593 7.228457e-22
-4.653564453 7.0283861e-22
-4.653320312 6.8203514e-22
-4.653076172 6.60459039e-22
-4.652832031 6.3813433e-22
-4.65258789 6.1508659e-22
-4.65234375 5.9134154e-22
-4.652099609 5.6692629e-22
-4.651855468 5.418682e-22
-4.651611328 5.161959e-22
-4.651367187 4.89938e-22
-4.651123047 4.631246e-22
-4.650878906 4.357858e-22
-4.650634765 4.079525e-22
-4.650390625 3.796563e-22
-4.650146484 3.509292e-22
-4.649902343 3.218036e-22
-4.649658203 2.923126e-22
-4.649414062 2.624895e-22
-4.649169922 2.32368e-22
-4.648925781 2.019823e-22
-4.64868164 1.713668e-22
-4.6484375 1.405561e-22
-4.648193359 1.095852e-22
-4.647949218 7.8489e-23
-4.647705078 4.7303e-23
-4.647460937 1.60622e-23
-4.647216797 -1.51977e-23
-4.646972656 -4.64415e-23
-4.646728515 -7.76337e-23
-4.646484375 -1.087389e-22
-4.646240234 -1.397221e-22
-4.645996093 -1.705478e-22
-4.645751953 -2.011812e-22
-4.645507812 -2.315878e-22
-4.645263672 -2.617327e-22
-4.645019531 -2.91582e-22
-4.64477539 -3.211017e-22
-4.64453125 -3.502585e-22
-4.644287109 -3.790191e-22
-4.644042968 -4.073511e-22
-4.643798828 -4.352221e-22
-4.643554687 -4.626005e-22
-4.643310547 -4.894554e-22
-4.643066406 -5.157563e-22
-4.642822265 -5.414731e-22
-4.642578125 -5.6657677e-22
-4.642333984 -5.9103882e-22
-4.642089843 -6.1483139e-22
-4.641845703 -6.3792743e-22
-4.641601562 -6.6030074e-22
-4.641357422 -6.8192588e-22
-4.641113281 -7.0277833e-22
-4.64086914 -7.2283428e-22
-4.640625 -7.4207098e-22
-4.640380859 -7.604665e-22
-4.640136718 -7.779999e-22
-4.639892578 -7.946514e-22
-4.639648437 -8.104018e-22
-4.639404297 -8.252333e-22
-4.639160156 -8.39129e-22
-4.638916015 -8.52073e-22
-4.638671875 -8.640506e-22
-4.638427734 -8.750482e-22
-4.638183593 -8.850531e-22
-4.637939453 -8.94054e-22
-4.637695312 -9.020404e-22
-4.637451172 -9.090035e-22
-4.637207031 -9.149351e-22
-4.63696289 -9.198283e-22
-4.63671875 -9.236777e-22
-4.636474609 -9.264788e-22
-4.636230468 -9.282282e-22
-4.635986328 -9.289239e-22
-4.635742187 -9.285651e-22
-4.635498047 -9.271522e-22
-4.635253906 -9.246865e-22
-4.635009765 -9.211709e-22
-4.634765625 -9.166091e-22
-4.634521484 -9.110065e-22
-4.634277343 -9.043692e-22
-4.634033203 -8.967047e-22
-4.633789062 -8.880216e-22
-4.633544922 -8.783298e-22
-4.633300781 -8.6764e-22
-4.63305664 -8.559645e-22
-4.6328125 -8.433164e-22
-4.632568359 -8.2971e-22
-4.632324218 -8.151607e-22
-4.632080078 -7.996849e-22
-4.631835937 -7.833e-22
-4.631591797 -7.660248e-22
-4.631347656 -7.4787879e-22
-4.631103515 -7.2888236e-22
-4.630859375 -7.0905717e-22
-4.630615234 -6.8842577e-22
-4.630371093 -6.6701132e-22
-4.630126953 -6.4483821e-22
-4.629882812 -6.2193158e-22
-4.629638672 -5.9831739e-22
-4.629394531 -5.7402233e-22
-4.62915039 -5.490742e-22
-4.62890625 -5.235011e-22
-4.628662109 -4.973321e-22
-4.628417968 -4.705968e-22
-4.628173828 -4.433258e-22
-4.627929687 -4.155498e-22
-4.627685547 -3.873006e-22
-4.627441406 -3.586099e-22
-4.627197265 -3.295106e-22
-4.626953125 -3.000356e-22
-4.626708984 -2.702185e-22
-4.626464843 -2.400931e-22
-4.626220703 -2.096936e-22
-4.625976562 -1.790546e-22
-4.625732422 -1.482109e-22
-4.625488281 -1.171975e-22
-4.62524414 -8.60498e-23
-4.625 -5.48029e-23
-4.624755859 -2.34928e-23
-4.624511718 7.8453e-24
-4.624267578 3.91755e-23
-4.624023437 7.04624e-23
-4.623779297 1.016701e-22
-4.623535156 1.327635e-22
-4.623291015 1.637069e-22
-4.623046875 1.944652e-22
-4.622802734 2.250034e-22
-4.622558593 2.552868e-22
-4.622314453 2.852808e-22
-4.622070312 3.149513e-22
-4.621826172 3.442645e-22
-4.621582031 3.731871e-22
-4.62133789 4.01686e-22
-4.62109375 4.297291e-22
-4.620849609 4.57284e-22
-4.620605468 4.843196e-22
-4.620361328 5.108049e-22
-4.620117187 5.367099e-22
-4.619873047 5.6200495e-22
-4.619628906 5.8666128e-22
-4.619384765 6.1065071e-22
-4.619140625 6.339459e-22
-4.618896484 6.565203517e-22
-4.618652343 6.7834823e-22
-4.618408203 6.9940469e-22
-4.618164062 7.1966571e-22
-4.617919922 7.3910804e-22
-4.617675781 7.577096e-22
-4.61743164 7.754491e-22
-4.6171875 7.923064e-22
-4.616943359 8.082619e-22
-4.616699218 8.232977e-22
-4.616455078 8.373965e-22
-4.616210937 8.505422e-22
-4.615966797 8.627197e-22
-4.615722656 8.73915e-22
-4.615478515 8.841154e-22
-4.615234375 8.933093e-22
-4.614990234 9.014859e-22
-4.614746093 9.086358e-22
-4.614501953 9.147511e-22
-4.614257812 9.198243e-22
-4.614013672 9.2385e-22
-4.613769531 9.268233e-22
-4.61352539 9.287407e-22
-4.61328125 9.295999e-22
-4.613037109 9.294001e-22
-4.612792968 9.281411e-22
-4.612548828 9.258245e-22
-4.612304687 9.224529e-22
-4.612060547 9.180297e-22
-4.611816406 9.125603e-22
-4.611572265 9.060506e-22
-4.611328125 8.98508e-22
-4.611083984 8.89941e-22
-4.610839843 8.803593e-22
-4.610595703 8.697737e-22
-4.610351562 8.581962e-22
-4.610107422 8.4564e-22
-4.609863281 8.321193e-22
-4.60961914 8.176495e-22
-4.609375 8.022468e-22
-4.609130859 7.85929e-22
-4.608886718 7.687142e-22
-4.608642578 7.506224e-22
-4.608398437 7.3167411e-22
-4.608154297 7.1189059e-22
-4.607910156 6.9129449e-22
-4.607666015 6.6990934e-22
-4.607421875 6.47759255e-22
-4.607177734 6.2486964e-22
-4.606933593 6.0126643e-22
-4.606689453 5.7697648e-22
-4.606445312 5.5202752e-22
-4.606201172 5.264478e-22
-4.605957031 5.002667e-22
-4.60571289 4.735138e-22
-4.60546875 4.462197e-22
-4.605224609 4.184156e-22
-4.604980468 3.901329e-22
-4.604736328 3.614039e-22
-4.604492187 3.322616e-22
-4.604248047 3.02739e-22
-4.604003906 2.728697e-22
-4.603759765 2.42688e-22
-4.603515625 2.12228e-22
-4.603271484 1.815248e-22
-4.603027343 1.506131e-22
-4.602783203 1.195284e-22
-4.602539062 8.83059e-23
-4.602294922 5.69816e-23
-4.602050781 2.55909e-23
-4.60180664 -5.8302e-24
-4.6015625 -3.72459e-23
-4.601318359 -6.86203e-23
-4.601074218 -9.99177e-23
-4.600830078 -1.311021e-22
-4.600585937 -1.621382e-22
-4.600341797 -1.929902e-22
-4.600097656 -2.236232e-22
-4.599853515 -2.54002e-22
-4.599609375 -2.840921e-22
-4.599365234 -3.138588e-22
-4.599121093 -3.432684e-22
-4.598876953 -3.72287e-22
-4.598632812 -4.008816e-22
-4.598388672 -4.290195e-22
-4.598144531 -4.566686e-22
-4.59790039 -4.83797e-22
-4.59765625 -5.103741e-22
-4.597412109 -5.363691e-22
-4.597167968 -5.6175241e-22
-4.596923828 -5.8649503e-22
-4.596679687 -6.105686e-22
-4.596435547 -6.3394557e-22
-4.596191406 -6.56599221e-22
-4.595947265 -6.7850351e-22
-4.595703125 -6.9963338e-22
-4.595458984 -7.1996471e-22
-4.595214843 -7.3947422e-22
-4.594970703 -7.581393e-22
-4.594726562 -7.759389e-22
-4.594482422 -7.928523e-22
-4.594238281 -8.088603e-22
-4.59399414 -8.239446e-22
-4.59375 -8.380876e-22
-4.593505859 -8.512733e-22
-4.593261718 -8.634864e-22
-4.593017578 -8.747129e-22
-4.592773437 -8.849401e-22
-4.592529297 -8.94156e-22
-4.592285156 -9.023499e-22
-4.592041015 -9.095126e-22
-4.591796875 -9.156357e-22
-4.591552734 -9.207121e-22
-4.591308593 -9.24736e-22
-4.591064453 -9.277026e-22
-4.590820312 -9.296086e-22
-4.590576172 -9.304514e-22
-4.590332031 -9.302303e-22
-4.59008789 -9.289453e-22
-4.58984375 -9.265979e-22
-4.589599609 -9.231904e-22
-4.589355468 -9.18727e-22
-4.589111328 -9.132126e-22
-4.588867187 -9.066533e-22
-4.588623047 -8.990565e-22
-4.588378906 -8.904311e-22
-4.588134765 -8.807865e-22
-4.587890625 -8.70134e-22
-4.587646484 -8.584855e-22
-4.587402343 -8.458542e-22
-4.587158203 -8.322546e-22
-4.586914062 -8.177021e-22
-4.586669922 -8.022134e-22
-4.586425781 -7.858061e-22
-4.58618164 -7.684987e-22
-4.5859375 -7.5031136e-22
-4.585693359 -7.3126436e-22
-4.585449218 -7.1137968e-22
-4.585205078 -6.9068007e-22
-4.584960937 -6.6918893e-22
-4.584716797 -6.4693095e-22
-4.584472656 -6.239315e-22
-4.584228515 -6.0021687e-22
-4.583984375 -5.7581417e-22
-4.583740234 -5.507513e-22
-4.583496093 -5.250567e-22
-4.583251953 -4.9876e-22
-4.583007812 -4.718911e-22
-4.582763672 -4.444808e-22
-4.582519531 -4.165604e-22
-4.58227539 -3.881618e-22
-4.58203125 -3.593175e-22
-4.581787109 -3.300605e-22
-4.581542968 -3.004244e-22
-4.581298828 -2.704429e-22
-4.581054687 -2.401503e-22
-4.580810547 -2.095815e-22
-4.580566406 -1.787714e-22
-4.580322265 -1.477552e-22
-4.580078125 -1.165683e-22
-4.579833984 -8.52467e-23
-4.579589843 -5.38261e-23
-4.579345703 -2.23424e-23
-4.579101562 9.1681e-24
-4.578857422 4.06694e-23
-4.578613281 7.21256e-23
-4.57836914 1.035003e-22
-4.578125 1.347579e-22
-4.577880859 1.658623e-22
-4.577636718 1.96778e-22
-4.577392578 2.274694e-22
-4.577148437 2.579016e-22
-4.576904297 2.880393e-22
-4.576660156 3.178484e-22
-4.576416015 3.472942e-22
-4.576171875 3.763434e-22
-4.575927734 4.049623e-22
-4.575683593 4.331183e-22
-4.575439453 4.607789e-22
-4.575195312 4.879126e-22
-4.574951172 5.14488e-22
-4.574707031 5.404747e-22
-4.57446289 5.658428e-22
-4.57421875 5.9056329e-22
-4.573974609 6.1460756e-22
-4.573730468 6.3794824e-22
-4.573486328 6.60558202e-22
-4.573242187 6.8241177e-22
-4.572998047 7.0348368e-22
-4.572753906 7.237497e-22
-4.572509765 7.4318644e-22
-4.572265625 7.617718e-22
-4.572021484 7.79484e-22
-4.571777343 7.96303e-22
-4.571533203 8.122093e-22
-4.571289062 8.271847e-22
-4.571044922 8.412116e-22
-4.570800781 8.542742e-22
-4.57055664 8.663573e-22
-4.5703125 8.774469e-22
-4.570068359 8.875302e-22
-4.569824218 8.965957e-22
-4.569580078 9.046327e-22
-4.569335937 9.116321e-22
-4.569091797 9.175856e-22
-4.568847656 9.224864e-22
-4.568603515 9.263288e-22
-4.568359375 9.291082e-22
-4.568115234 9.308213e-22
-4.567871093 9.314662e-22
-4.567626953 9.31042e-22
-4.567382812 9.29549e-22
-4.567138672 9.26989e-22
-4.566894531 9.233647e-22
-4.56665039 9.186802e-22
-4.56640625 9.12941e-22
-4.566162109 9.061533e-22
-4.565917968 8.98325e-22
-4.565673828 8.894649e-22
-4.565429687 8.795831e-22
-4.565185547 8.686909e-22
-4.564941406 8.568007e-22
-4.564697265 8.43926e-22
-4.564453125 8.300817e-22
-4.564208984 8.152834e-22
-4.563964843 7.995482e-22
-4.563720703 7.828939e-22
-4.563476562 7.653398e-22
-4.563232422 7.4690571e-22
-4.562988281 7.276129e-22
-4.56274414 7.0748338e-22
-4.5625 6.8654028e-22
-4.562255859 6.64807612e-22
-4.562011718 6.423102e-22
-4.561767578 6.1907371e-22
-4.561523437 5.9512507e-22
-4.561279297 5.7049148e-22
-4.561035156 5.452013e-22
-4.560791015 5.192836e-22
-4.560546875 4.927679e-22
-4.560302734 4.656849e-22
-4.560058593 4.380655e-22
-4.559814453 4.099413e-22
-4.559570312 3.813448e-22
-4.559326172 3.523086e-22
-4.559082031 3.228663e-22
-4.55883789 2.930515e-22
-4.55859375 2.628985e-22
-4.558349609 2.324419e-22
-4.558105468 2.017168e-22
-4.557861328 1.707583e-22
-4.557617187 1.396023e-22
-4.557373047 1.082843e-22
-4.557128906 7.68403e-23
-4.556884765 4.53066e-23
-4.556640625 1.37194e-23
-4.556396484 -1.7885e-23
-4.556152343 -4.94703e-23
-4.555908203 -8.10001e-23
-4.555664062 -1.124382e-22
-4.555419922 -1.437485e-22
-4.555175781 -1.748947e-22
-4.55493164 -2.058413e-22
-4.5546875 -2.365525e-22
-4.554443359 -2.66993e-22
-4.554199218 -2.971278e-22
-4.553955078 -3.269221e-22
-4.553710937 -3.563417e-22
-4.553466797 -3.853528e-22
-4.553222656 -4.139218e-22
-4.552978515 -4.420159e-22
-4.552734375 -4.696027e-22
-4.552490234 -4.966503e-22
-4.552246093 -5.231279e-22
-4.552001953 -5.490046e-22
-4.551757812 -5.7425082e-22
-4.551513672 -5.9883724e-22
-4.551269531 -6.2273567e-22
-4.55102539 -6.4591855e-22
-4.55078125 -6.68359067e-22
-4.550537109 -6.9003128e-22
-4.550292968 -7.1091035e-22
-4.550048828 -7.30972e-22
-4.549804687 -7.5019319e-22
-4.549560547 -7.685516e-22
-4.549316406 -7.860262e-22
-4.549072265 -8.025967e-22
-4.548828125 -8.182439e-22
-4.548583984 -8.329497e-22
-4.548339843 -8.466972e-22
-4.548095703 -8.594704e-22
-4.547851562 -8.712546e-22
-4.547607422 -8.82036e-22
-4.547363281 -8.918022e-22
-4.54711914 -9.005419e-22
-4.546875 -9.082449e-22
-4.546630859 -9.149022e-22
-4.546386718 -9.205061e-22
-4.546142578 -9.2505e-22
-4.545898437 -9.285285e-22
-4.545654297 -9.309378e-22
-4.545410156 -9.322747e-22
-4.545166015 -9.325377e-22
-4.544921875 -9.317266e-22
-4.544677734 -9.298419e-22
-4.544433593 -9.268858e-22
-4.544189453 -9.228618e-22
-4.543945312 -9.177742e-22
-4.543701172 -9.116288e-22
-4.543457031 -9.044328e-22
-4.54321289 -8.961942e-22
-4.54296875 -8.869224e-22
-4.542724609 -8.766281e-22
-4.542480468 -8.65323e-22
-4.542236328 -8.5302e-22
-4.541992187 -8.397334e-22
-4.541748047 -8.254782e-22
-4.541503906 -8.102709e-22
-4.541259765 -7.941289e-22
-4.541015625 -7.770706e-22
-4.540771484 -7.591158e-22
-4.540527343 -7.4028505e-22
-4.540283203 -7.2059986e-22
-4.540039062 -7.0008293e-22
-4.539794922 -6.7875793e-22
-4.539550781 -6.56649222e-22
-4.53930664 -6.3378235e-22
-4.5390625 -6.1018362e-22
-4.538818359 -5.8588004e-22
-4.538574218 -5.6089974e-22
-4.538330078 -5.352714e-22
-4.538085937 -5.090245e-22
-4.537841797 -4.821892e-22
-4.537597656 -4.547967e-22
-4.537353515 -4.26878e-22
-4.537109375 -3.984658e-22
-4.536865234 -3.695925e-22
-4.536621093 -3.402916e-22
-4.536376953 -3.105966e-22
-4.536132812 -2.80542e-22
-4.535888672 -2.501622e-22
-4.535644531 -2.194924e-22
-4.53540039 -1.885678e-22
-4.53515625 -1.574242e-22
-4.534912109 -1.260974e-22
-4.534667968 -9.46236e-23
-4.534423828 -6.30391e-23
-4.534179687 -3.13804e-23
-4.533935547 3.161e-25
-4.533691406 3.20137e-23
-4.533447265 6.36759e-23
-4.533203125 9.52661e-23
-4.532958984 1.26748e-22
-4.532714843 1.58085e-22
-4.532470703 1.89241e-22
-4.532226562 2.201801e-22
-4.531982422 2.508665e-22
-4.531738281 2.812648e-22
-4.53149414 3.113399e-22
-4.53125 3.410569e-22
-4.531005859 3.703815e-22
-4.530761718 3.9928e-22
-4.530517578 4.277187e-22
-4.530273437 4.55665e-22
-4.530029297 4.830864e-22
-4.529785156 5.099513e-22
-4.529541015 5.362286e-22
-4.529296875 5.6188775e-22
-4.529052734 5.8689916e-22
-4.528808593 6.1123402e-22
-4.528564453 6.3486398e-22
-4.528320312 6.57761829e-22
-4.528076172 6.799009e-22
-4.527832031 7.0125575e-22
-4.52758789 7.2180142e-22
-4.52734375 7.4151423e-22
-4.527099609 7.603713e-22
-4.526855468 7.783507e-22
-4.526611328 7.954317e-22
-4.526367187 8.115945e-22
-4.526123047 8.268202e-22
-4.525878906 8.410913e-22
-4.525634765 8.54391e-22
-4.525390625 8.667041e-22
-4.525146484 8.78016e-22
-4.524902343 8.883138e-22
-4.524658203 8.975853e-22
-4.524414062 9.058199e-22
-4.524169922 9.130078e-22
-4.523925781 9.191408e-22
-4.52368164 9.242115e-22
-4.5234375 9.282141e-22
-4.523193359 9.311437e-22
-4.522949218 9.32997e-22
-4.522705078 9.337718e-22
-4.522460937 9.334669e-22
-4.522216797 9.320826e-22
-4.521972656 9.296206e-22
-4.521728515 9.260834e-22
-4.521484375 9.214752e-22
-4.521240234 9.158011e-22
-4.520996093 9.090677e-22
-4.520751953 9.012825e-22
-4.520507812 8.924546e-22
-4.520263672 8.825939e-22
-4.520019531 8.717119e-22
-4.51977539 8.598212e-22
-4.51953125 8.469352e-22
-4.519287109 8.330687e-22
-4.519042968 8.182379e-22
-4.518798828 8.024597e-22
-4.518554687 7.857524e-22
-4.518310547 7.68135e-22
-4.518066406 7.496282e-22
-4.517822265 7.3025295e-22
-4.517578125 7.1003177e-22
-4.517333984 6.8898791e-22
-4.517089843 6.67145744e-22
-4.516845703 6.4453033e-22
-4.516601562 6.21168e-22
-4.516357422 5.9708541e-22
-4.516113281 5.7231073e-22
-4.51586914 5.468723e-22
-4.515625 5.207996e-22
-4.515380859 4.941227e-22
-4.515136718 4.668726e-22
-4.514892578 4.390806e-22
-4.514648437 4.107788e-22
-4.514404297 3.82e-22
-4.514160156 3.527777e-22
-4.513916015 3.231453e-22
-4.513671875 2.931373e-22
-4.513427734 2.627882e-22
-4.513183593 2.321335e-22
-4.512939453 2.012083e-22
-4.512695312 1.700485e-22
-4.512451172 1.386903e-22
-4.512207031 1.071698e-22
-4.51196289 7.55236e-23
-4.51171875 4.37884e-23
-4.511474609 1.20008e-23
-4.511230468 -1.98024e-23
-4.510986328 -5.15842e-23
-4.510742187 -8.33078e-23
-4.510498047 -1.149367e-22
-4.510253906 -1.464339e-22
-4.510009765 -1.777631e-22
-4.509765625 -2.088879e-22
-4.509521484 -2.397724e-22
-4.509277343 -2.703806e-22
-4.509033203 -3.00677e-22
-4.508789062 -3.306267e-22
-4.508544922 -3.601947e-22
-4.508300781 -3.893467e-22
-4.50805664 -4.180491e-22
-4.5078125 -4.462685e-22
-4.507568359 -4.739722e-22
-4.507324218 -5.011277e-22
-4.507080078 -5.27704e-22
-4.506835937 -5.5366995e-22
-4.506591797 -5.7899536e-22
-4.506347656 -6.0365096e-22
-4.506103515 -6.2760801e-22
-4.505859375 -6.5083868e-22
-4.505615234 -6.73316e-22
-4.505371093 -6.9501388e-22
-4.505126953 -7.1590703e-22
-4.504882812 -7.3597113e-22
-4.504638672 -7.55183e-22
-4.504394531 -7.7352e-22
-4.50415039 -7.909611e-22
-4.50390625 -8.074856e-22
-4.503662109 -8.230748e-22
-4.503417968 -8.377101e-22
-4.503173828 -8.513745e-22
-4.502929687 -8.640522e-22
-4.502685547 -8.757284e-22
-4.502441406 -8.863894e-22
-4.502197265 -8.960226e-22
-4.501953125 -9.04617e-22
-4.501708984 -9.121623e-22
-4.501464843 -9.186499e-22
-4.501220703 -9.24072e-22
-4.500976562 -9.284222e-22
-4.500732422 -9.316954e-22
-4.500488281 -9.338877e-22
-4.50024414 -9.349965e-22
-4.5 -9.350205e-22
-4.499755859 -9.339593e-22
-4.499511718 -9.318142e-22
-4.499267578 -9.285875e-22
-4.499023437 -9.242831e-22
-4.498779297 -9.189055e-22
-4.498535156 -9.124612e-22
-4.498291015 -9.049574e-22
-4.498046875 -8.964028e-22
-4.497802734 -8.868071e-22
-4.497558593 -8.761815e-22
-4.497314453 -8.645381e-22
-4.497070312 -8.518905e-22
-4.496826172 -8.38253e-22
-4.496582031 -8.236418e-22
-4.49633789 -8.080733e-22
-4.49609375 -7.915657e-22
-4.495849609 -7.741381e-22
-4.495605468 -7.558107e-22
-4.495361328 -7.3660446e-22
-4.495117187 -7.1654185e-22
-4.494873047 -6.9564599e-22
-4.494628906 -6.7394106e-22
-4.494384765 -6.51452261e-22
-4.494140625 -6.2820564e-22
-4.493896484 -6.0422809e-22
-4.493652343 -5.7954733e-22
-4.493408203 -5.5419205e-22
-4.493164062 -5.281916e-22
-4.492919922 -5.015762e-22
-4.492675781 -4.743767e-22
-4.49243164 -4.466245e-22
-4.4921875 -4.183519e-22
-4.491943359 -3.895917e-22
-4.491699218 -3.603774e-22
-4.491455078 -3.307426e-22
-4.491210937 -3.00722e-22
-4.490966797 -2.703503e-22
-4.490722656 -2.396627e-22
-4.490478515 -2.08695e-22
-4.490234375 -1.774832e-22
-4.489990234 -1.460633e-22
-4.489746093 -1.144719e-22
-4.489501953 -8.27458e-23
-4.489257812 -5.09219e-23
-4.489013672 -1.9037e-23
-4.488769531 1.28717e-23
-4.48852539 4.47672e-23
-4.48828125 7.66123e-23
-4.488037109 1.083701e-22
-4.487792968 1.400035e-22
-4.487548828 1.714759e-22
-4.487304687 2.027506e-22
-4.487060547 2.337913e-22
-4.486816406 2.645616e-22
-4.486572265 2.950261e-22
-4.486328125 3.25149e-22
-4.486083984 3.548954e-22
-4.485839843 3.842306e-22
-4.485595703 4.131207e-22
-4.485351562 4.415315e-22
-4.485107422 4.694305e-22
-4.484863281 4.967848e-22
-4.48461914 5.235628e-22
-4.484375 5.49733e-22
-4.484130859 5.7526527e-22
-4.483886718 6.001295e-22
-4.483642578 6.2429687e-22
-4.483398437 6.4773921e-22
-4.483154297 6.70429031e-22
-4.482910156 6.9234001e-22
-4.482666015 7.1344662e-22
-4.482421875 7.3372399e-22
-4.482177734 7.5314871e-22
-4.481933593 7.716979e-22
-4.481689453 7.893499e-22
-4.481445312 8.060842e-22
-4.481201172 8.218813e-22
-4.480957031 8.367224e-22
-4.48071289 8.505905e-22
-4.48046875 8.634691e-22
-4.480224609 8.753433e-22
-4.479980468 8.86199e-22
-4.479736328 8.960237e-22
-4.479492187 9.048057e-22
-4.479248047 9.125347e-22
-4.479003906 9.192016e-22
-4.478759765 9.247986e-22
-4.478515625 9.293189e-22
-4.478271484 9.327573e-22
-4.478027343 9.351096e-22
-4.477783203 9.363733e-22
-4.477539062 9.365462e-22
-4.477294922 9.356285e-22
-4.477050781 9.33621e-22
-4.47680664 9.30526e-22
-4.4765625 9.263468e-22
-4.476318359 9.210884e-22
-4.476074218 9.147567e-22
-4.475830078 9.07359e-22
-4.475585937 8.989039e-22
-4.475341797 8.89401e-22
-4.475097656 8.788614e-22
-4.474853515 8.672971e-22
-4.474609375 8.547218e-22
-4.474365234 8.411497e-22
-4.474121093 8.265967e-22
-4.473876953 8.110797e-22
-4.473632812 7.946166e-22
-4.473388672 7.772266e-22
-4.473144531 7.589298e-22
-4.47290039 7.3974741e-22
-4.47265625 7.1970174e-22
-4.472412109 6.9881606e-22
-4.472167968 6.7711466e-22
-4.471923828 6.54622872e-22
-4.471679687 6.3136659e-22
-4.471435547 6.0737304e-22
-4.471191406 5.8267008e-22
-4.470947265 5.5728634e-22
-4.470703125 5.312515e-22
-4.470458984 5.045958e-22
-4.470214843 4.773503e-22
-4.469970703 4.495465e-22
-4.469726562 4.212172e-22
-4.469482422 3.923948e-22
-4.469238281 3.631134e-22
-4.46899414 3.334069e-22
-4.46875 3.033098e-22
-4.468505859 2.728573e-22
-4.468261718 2.420849e-22
-4.468017578 2.110283e-22
-4.467773437 1.797239e-22
-4.467529297 1.48208e-22
-4.467285156 1.165174e-22
-4.467041015 8.46892e-23
-4.466796875 5.27604e-23
-4.466552734 2.07683e-23
-4.466308593 -1.12499e-23
-4.466064453 -4.32567e-23
-4.465820312 -7.52149e-23
-4.465576172 -1.070871e-22
-4.465332031 -1.388361e-22
-4.46508789 -1.704249e-22
-4.46484375 -2.018166e-22
-4.464599609 -2.329745e-22
-4.464355468 -2.638623e-22
-4.464111328 -2.944438e-22
-4.463867187 -3.246834e-22
-4.463623047 -3.545457e-22
-4.463378906 -3.839958e-22
-4.463134765 -4.129994e-22
-4.462890625 -4.415224e-22
-4.462646484 -4.695316e-22
-4.462402343 -4.969942e-22
-4.462158203 -5.238782e-22
-4.461914062 -5.50152e-22
-4.461669922 -5.7578493e-22
-4.461425781 -6.0074688e-22
-4.46118164 -6.250089e-22
-4.4609375 -6.485423e-22
-4.460693359 -6.71319756e-22
-4.460449218 -6.9331451e-22
-4.460205078 -7.1450079e-22
-4.459960937 -7.3485369e-22
-4.459716797 -7.5434956e-22
-4.459472656 -7.729653e-22
-4.459228515 -7.906794e-22
-4.458984375 -8.074707e-22
-4.458740234 -8.233199e-22
-4.458496093 -8.382081e-22
-4.458251953 -8.521179e-22
-4.458007812 -8.65033e-22
-4.457763672 -8.769381e-22
-4.457519531 -8.878193e-22
-4.45727539 -8.976637e-22
-4.45703125 -9.064598e-22
-4.456787109 -9.141972e-22
-4.456542968 -9.208667e-22
-4.456298828 -9.264604e-22
-4.456054687 -9.309717e-22
-4.455810547 -9.343953e-22
-4.455566406 -9.36727e-22
-4.455322265 -9.379639e-22
-4.455078125 -9.381045e-22
-4.454833984 -9.371487e-22
-4.454589843 -9.350973e-22
-4.454345703 -9.319526e-22
-4.454101562 -9.277182e-22
-4.453857422 -9.223991e-22
-4.453613281 -9.160013e-22
-4.45336914 -9.085321e-22
-4.453125 -9.000001e-22
-4.452880859 -8.904155e-22
-4.452636718 -8.79789e-22
-4.452392578 -8.681331e-22
-4.452148437 -8.554614e-22
-4.451904297 -8.417885e-22
-4.451660156 -8.271304e-22
-4.451416015 -8.11504e-22
-4.451171875 -7.949276e-22
-4.450927734 -7.774206e-22
-4.450683593 -7.590032e-22
-4.450439453 -7.3969685e-22
-4.450195312 -7.1952411e-22
-4.449951172 -6.9850854e-22
-4.449707031 -6.7667462e-22
-4.44946289 -6.54047789e-22
-4.44921875 -6.3065439e-22
-4.448974609 -6.0652179e-22
-4.448730468 -5.8167817e-22
-4.448486328 -5.561525e-22
-4.448242187 -5.299745e-22
-4.447998047 -5.031749e-22
-4.447753906 -4.757849e-22
-4.447509765 -4.478365e-22
-4.447265625 -4.193624e-22
-4.447021484 -3.903959e-22
-4.446777343 -3.609707e-22
-4.446533203 -3.311213e-22
-4.446289062 -3.008827e-22
-4.446044922 -2.7029e-22
-4.445800781 -2.393793e-22
-4.44555664 -2.081865e-22
-4.4453125 -1.767481e-22
-4.445068359 -1.451011e-22
-4.444824218 -1.132823e-22
-4.444580078 -8.1329e-23
